word,count,pos,neg
snag,1618,1173,159
pok,187,145,29
idal,167,124,4
tablespoon,777,88,537
write,27043,12170,9987
poetri,143,110,12
foldabl,143,105,12
tostito,112,41,49
greatfood,151,95,29
coach,660,365,164
taqueria,842,579,146
recruit,124,76,30
goin,342,213,89
rootbeer,358,254,59
placethi,227,152,45
dad,8863,5732,1797
lower,6923,3041,2119
cherish,174,134,22
quietli,761,395,263
goulash,400,289,48
seattl,1462,1074,217
curtli,108,7,87
snug,197,129,22
wright,278,175,71
couch,3647,2588,430
myun,186,131,14
dhal,102,69,19
spendi,642,454,48
lang,1272,616,380
err,261,155,42
bla,230,64,115
danish,856,654,87
ingrdient,173,110,32
noda,882,656,99
chilli,5657,3712,921
mapl,6258,4634,658
sorbet,3534,2768,275
drag,2585,1333,740
marshal,156,88,45
fleck,179,91,57
mozarella,415,287,51
easili,19504,13698,2650
uno,453,276,97
foosbal,178,133,19
musti,340,106,173
karekar,163,98,38
doom,247,97,98
crabcak,852,573,135
ball,15988,9723,3279
goong,198,144,28
gar,765,294,314
umgebung,187,135,29
tort,926,713,78
fold,2204,1277,548
sol,672,412,152
classico,115,78,18
okinawa,201,163,11
carniv,685,392,176
sympa,438,326,25
improvis,164,95,50
pickl,22231,14624,3611
piper,461,283,111
shortli,4673,2117,1781
bamiyan,143,91,19
tawook,132,110,11
looooong,153,84,38
costli,546,300,135
cindi,242,167,47
cordial,949,635,165
funghi,591,472,42
unhealthi,1374,770,326
sauc,243136,150846,48532
yknow,136,72,33
unless,20156,7943,7724
drivethru,2561,1166,964
bomber,543,394,86
halt,488,238,152
sisterinlaw,399,236,99
jump,4339,2389,1050
german,4444,3103,619
stingi,2249,931,783
confort,141,104,11
overus,178,93,54
interst,203,121,46
timether,101,58,24
trendi,8224,5477,1167
glamour,228,163,28
dynasti,149,100,23
felt,51718,23527,16437
gru,122,99,11
genau,550,378,97
flock,592,382,114
cannstatt,104,80,8
tecat,175,122,20
hulk,160,110,24
moor,205,145,32
baconi,195,138,25
prosecco,736,527,91
pay,73732,27640,31503
rellena,142,112,15
milder,390,292,40
ordentlich,373,217,64
rightli,213,158,31
strongsvil,268,181,58
spiral,372,197,114
chain,24455,14029,5233
sollt,1207,667,312
island,8375,5556,1415
monstros,238,119,67
forgo,394,252,62
pinch,1784,691,529
vessel,260,165,44
waterfal,955,710,99
rut,112,81,13
garni,110,68,16
yard,3214,2020,655
emport,228,160,30
vouch,877,673,87
higher,12789,6013,3187
speak,20865,9796,8152
campu,2420,1661,320
push,6754,2803,2577
oakvil,547,374,78
tattoo,1314,727,407
zwiebelrostbraten,190,127,29
meticul,421,342,41
viert,107,50,34
saba,432,306,57
slowli,3078,1612,865
scale,3536,2160,659
nutter,121,93,11
childhood,1504,1118,184
voir,404,233,75
sewag,338,55,229
empir,404,248,80
smokey,3781,2688,427
salat,1854,1016,449
t,2388,1497,415
franco,248,198,27
bocconcini,101,58,20
umi,151,88,35
gesehen,287,130,93
seawe,5108,3341,863
injera,781,576,87
peoplewatch,497,356,38
unseason,878,123,602
hyde,381,240,93
steven,368,284,55
killer,4590,3737,359
pattern,617,308,187
by,11724,6602,3230
employe,32790,12949,15681
profess,265,140,94
su,570,351,141
foodth,2550,1453,618
prixfix,301,201,50
godsend,189,157,14
fizzi,165,105,24
monona,191,115,45
eve,3038,1811,821
wager,127,71,29
wee,2058,1432,182
meltinyour,106,94,6
parliament,166,112,26
spotth,259,183,26
lap,1306,619,448
greenway,178,94,53
squint,138,73,33
skimpi,2501,882,967
scof,262,87,129
aboutw,117,64,27
relleno,3039,2005,575
ht,198,111,52
shangrila,141,80,31
shack,3999,2734,562
grassf,346,244,42
kept,28862,14787,9137
herbivor,182,132,25
heavier,907,618,87
lite,1223,793,231
chicharon,171,134,15
bracelet,133,70,36
grund,244,100,82
junki,633,418,108
rod,247,156,51
extraordinari,2435,1420,375
cigarett,1839,605,856
lessen,202,100,48
indooroutdoor,374,286,25
dinner,181380,117073,35189
fiddl,200,91,80
practic,7330,3359,2746
threat,207,93,91
liqueur,505,401,42
resent,191,56,88
result,6432,2889,2181
sazerac,178,141,12
sou,629,443,110
cameron,231,171,34
renew,252,177,38
somethingth,169,75,48
decatur,632,427,118
bibb,210,144,24
georgian,125,94,9
qdoba,897,456,226
sest,201,114,47
fireplac,2002,1522,171
sauv,120,86,21
courtney,261,192,47
realiz,20879,9048,7989
justif,104,30,56
dd,630,397,129
bookmark,1482,1051,132
hater,632,473,77
semipriv,160,129,10
fate,680,431,164
mittagstisch,289,206,40
themthi,115,75,24
campari,117,88,11
formaggi,151,112,24
docg,131,97,22
breakfast,112687,77895,16984
filo,188,135,19
trkisch,125,85,19
progress,1498,820,386
mermaid,299,207,34
restock,313,126,128
que,7887,4795,1509
glue,219,57,128
wreck,535,197,266
lone,1438,698,454
smallish,890,495,138
microwav,6032,1086,4056
dc,1698,1116,307
oooh,280,189,43
appar,16882,6585,7181
experiencemi,163,86,53
decent,82699,33340,19749
forthcom,107,52,38
your,3252,1653,1045
seamlessli,180,155,8
justin,942,724,131
cora,659,296,179
tout,3937,2553,667
gd,206,114,59
leroy,112,79,16
gino,343,223,74
transluc,202,83,93
rampart,161,99,40
remnant,305,114,132
groceri,7646,3963,2447
rig,443,340,62
lacklust,2685,570,1369
liar,467,58,381
jokingli,272,125,101
plateth,301,162,72
atla,110,77,26
lokal,2050,1156,477
forni,143,101,15
asleep,656,289,237
spcial,214,139,26
clone,191,110,45
entsprechend,179,91,41
jut,142,74,36
transfer,730,249,372
binion,271,164,55
unreal,1475,1209,204
bite,60610,36746,14035
papardel,130,104,12
bummer,2967,1214,989
perfekt,538,493,16
gryo,136,94,27
wizard,185,130,17
dennoch,353,203,62
unionvil,139,81,23
churrasco,224,153,36
cow,3179,2208,549
delicaci,991,759,88
dak,138,72,32
heard,31713,17273,8899
tile,1372,769,303
incl,373,229,65
senor,311,173,80
led,2859,1565,761
ea,395,251,69
oldtim,133,95,17
chelsea,839,619,107
unbutton,105,81,10
mcd,1005,392,407
breadcrumb,520,300,107
porkchop,351,228,68
foodoh,112,81,25
stock,5545,3287,1244
harden,433,114,195
bottom,13886,6072,4970
adam,1541,999,317
mexicain,128,96,12
assort,6854,5054,709
tropicana,773,448,189
york,13792,9437,2212
suppos,22119,6393,10925
proce,785,196,522
servicea,180,112,37
mustardi,135,94,15
filiberto,1010,501,364
romeo,131,98,25
instinct,464,190,217
judg,7008,4284,1425
shorti,173,101,41
boir,148,101,22
dishwash,447,117,261
gute,2221,1634,268
campi,102,59,18
dictionari,117,68,35
lentr,152,104,15
overdo,336,257,25
sunomono,105,70,17
trainer,259,137,87
spagetti,137,74,28
breakfasti,244,171,29
buffetstyl,105,62,21
rot,399,84,259
fari,103,68,20
cosmopolitan,2313,1576,329
beard,1020,565,312
starsservic,404,194,70
broad,831,563,116
bathroom,17053,8082,5654
five,28787,18370,6393
deterior,360,57,211
diarrhea,709,60,584
doorman,231,87,120
pmthe,216,116,58
flavour,32754,20713,5010
zen,1068,789,125
onsit,583,404,108
wonderfulth,191,159,13
dishwat,135,18,105
cheeseth,355,213,69
siena,112,68,26
humung,107,82,12
choix,1237,886,84
deem,487,216,167
beauti,39665,31107,3804
eel,3303,1999,668
gallo,2725,1722,529
restaurantand,118,62,35
glass,50527,27045,14437
bark,1160,597,387
receipt,5987,1215,3981
longer,20619,8832,7910
cornbeef,151,90,26
kalbi,3220,2304,371
oodl,156,101,23
spaghetti,10031,5761,2436
restaurantsi,206,114,49
predecessor,180,97,38
thrown,4200,1293,2146
simplic,1055,854,74
pep,503,317,85
jaw,694,352,213
berni,103,80,11
weekday,8343,5287,1273
crostini,1284,873,179
betti,534,312,115
watereddown,168,46,83
malti,112,78,11
newli,1896,1235,329
fk,243,75,134
when,9931,4583,3707
eggcel,107,96,3
ugh,2897,670,1716
ls,171,105,31
chase,1929,884,724
nm,307,231,40
sembl,183,90,43
marinara,5648,3387,1239
mush,1724,394,1042
oeuf,276,181,42
bungalow,227,160,34
smitten,118,98,7
ornat,266,209,17
plato,182,127,30
goodfor,412,291,35
needless,7209,2459,3977
locationth,295,159,77
whlen,101,77,10
flashlight,361,162,119
placebut,265,111,94
accumul,212,102,68
heater,1740,1079,371
gefhl,218,120,53
experienceth,778,475,171
chat,11165,7066,2510
rangoon,2374,1447,562
guido,197,116,47
pub,15490,9620,2585
main,46482,27634,9233
stagger,438,228,134
white,47116,29711,9460
often,38771,28061,4980
row,4523,2923,959
centenni,391,250,87
poutin,15056,9869,2155
ord,108,55,34
submerg,128,60,43
ck,233,138,58
asiago,820,545,131
surpriseth,102,70,13
jitter,111,55,24
unbeat,937,846,27
fastfood,1382,776,278
dee,406,270,63
glen,108,82,7
swordfish,1244,871,188
gamer,122,67,31
uni,3981,2848,566
drinker,2822,2027,323
kari,105,89,11
absolutli,134,89,33
wilson,175,128,22
sura,165,96,35
asado,466,343,72
gander,101,67,16
kay,618,464,63
beefi,882,622,103
teakwood,174,116,36
sur,2777,1787,413
utilitarian,104,57,16
recreat,786,597,90
chatti,920,652,108
dryag,226,166,38
qualitativ,157,82,37
dip,40151,26694,6267
climb,876,486,212
sweetth,217,130,30
gestern,340,178,95
buon,163,137,15
tam,260,178,42
firepit,196,146,22
itemsi,166,91,41
meinem,461,248,135
prayer,220,157,40
tour,3916,2988,451
mealfor,145,103,19
improperli,220,25,169
overdu,635,492,75
train,10828,4594,4454
kind,88863,50840,19176
territori,500,318,74
chaya,183,136,21
tablesi,136,67,42
bare,19734,5423,10315
descent,1095,481,305
mere,2320,1081,742
ceram,408,265,77
waitresswait,126,59,40
pizzath,414,246,93
licenc,119,73,30
spacey,183,96,35
bikini,326,207,69
blatantli,418,39,329
famish,708,434,151
porch,941,643,133
neither,7819,2722,3371
bzw,405,206,108
sew,141,92,26
auer,150,66,47
instant,2113,987,771
abbrevi,115,55,33
clientel,3438,1696,970
deliber,579,258,212
mural,1124,789,103
cask,404,319,27
zaba,273,160,67
ciao,630,419,122
pretheatr,122,79,9
maneuv,473,230,125
sinus,254,198,13
midi,335,212,40
migrat,157,103,17
simplist,323,237,29
desert,19720,13505,3411
fiamma,292,211,40
sanit,868,240,479
shrimpi,172,110,34
blair,105,74,12
brand,5970,3309,1609
bud,8027,5264,1547
parisian,598,446,55
gemischt,314,213,41
herebut,232,121,54
clair,649,431,110
diff,403,270,70
rib,62332,40675,11194
nopal,180,143,17
eager,2913,1834,588
westen,132,112,8
customersth,141,62,48
yea,2116,1131,630
zwei,1171,580,311
croquet,170,129,24
brunchi,219,143,39
eitheri,351,126,131
mock,942,576,216
chatter,472,279,99
jambalaya,1907,1231,347
shebang,130,95,13
sock,1956,1107,333
phenom,130,120,6
montford,177,114,27
captiv,331,169,108
alaskan,1206,900,130
trash,3951,896,2490
sign,27268,13446,9281
woodfir,706,513,79
cult,239,136,37
sweeti,746,493,128
breadfruit,132,89,23
vaut,375,303,27
skinnyfat,268,207,18
eavesdrop,178,122,24
plung,263,190,44
vent,705,289,270
soprano,105,78,9
mismanag,150,12,130
stripsteak,250,158,45
classmat,239,159,45
lgume,276,197,32
wonton,9342,5748,1801
fonda,113,61,31
mung,218,158,18
mezcal,216,169,19
cheap,48184,27484,11023
zuzu,195,164,19
homogen,118,56,33
gangnam,396,350,15
steeper,123,81,13
briyani,179,112,46
wolf,722,493,112
bevor,110,48,43
ward,298,198,62
zach,265,203,50
monday,13412,8815,2496
phrank,149,126,11
downhom,221,178,13
arizona,10335,7866,1395
nuit,205,145,25
painless,152,105,15
vantag,124,79,21
meng,251,154,44
carcass,108,57,30
roti,4951,3484,645
royal,2925,2033,446
mindesten,122,62,45
disput,443,71,317
mascot,124,72,22
miner,326,207,62
nora,493,355,82
dom,271,187,46
simpl,34073,22795,6247
arcad,1560,949,290
pepperoncini,288,202,34
majest,151,124,11
advantag,4466,2844,791
backi,732,349,281
gram,359,200,93
denni,5031,2090,1953
permiss,207,56,123
wipe,4023,1236,2112
love,375267,308848,29354
suffoc,107,51,36
hub,3111,2026,571
allig,664,456,93
desoto,119,81,24
fulfil,2160,1427,368
hostesswaitress,120,56,44
themso,108,53,32
charismat,240,198,13
circul,346,188,91
welli,1335,898,219
minestron,686,387,159
shampoo,152,76,44
somethingi,189,78,66
rehab,461,335,58
reinvent,331,216,65
afloat,162,60,85
accessori,274,168,38
peoplew,121,76,24
misinform,125,28,79
bolt,284,115,125
dazzl,347,229,46
quarter,4374,2132,1451
crazi,19852,12997,3376
southern,8223,5896,1127
branch,2179,1423,390
gingen,114,46,44
feb,385,207,127
dean,546,394,75
om,298,228,28
nicknam,240,155,43
smarter,170,89,54
getrunken,122,73,30
chagrin,379,216,88
mosey,151,78,28
freeli,302,170,68
against,177,73,72
bargril,114,62,20
cavatelli,465,340,71
gio,409,285,60
oktoberfest,428,306,59
mistakenli,454,196,177
rock,20305,13608,3861
chrome,141,97,17
vegasth,513,388,57
fewer,773,396,206
amor,422,309,67
escort,1184,695,331
incred,37054,29562,4489
demeanor,830,382,296
foundat,494,336,82
mask,1329,573,482
snarki,422,88,264
mister,1895,1340,248
cant,131537,89246,25356
pluck,165,98,39
brazilian,2199,1348,495
forehead,180,78,62
entschieden,336,215,67
nmlich,129,67,35
furthermor,839,321,376
transpar,308,149,111
spill,3624,1172,1818
steiner,127,88,25
wissen,160,73,55
bagel,15668,9492,3590
exhaust,1117,586,319
hadth,605,474,69
fenster,141,77,32
okra,2386,1622,366
jive,173,93,39
plead,188,65,97
osaka,570,361,133
hord,219,110,62
restauranteur,180,107,47
avait,639,306,160
flashback,225,158,42
anxieti,254,139,73
tissu,369,131,149
fix,21641,11532,6157
xxl,112,74,19
hilari,1933,1370,295
peppermint,443,304,55
lugar,261,181,64
gotta,8645,6297,1099
quich,2982,2142,427
pencil,319,171,83
inkl,122,70,32
flounder,583,364,119
nectar,385,309,37
uncontrol,124,63,47
butit,123,51,45
tat,383,241,79
dissatisfi,1096,274,703
innout,3091,2125,460
mute,510,254,126
namei,130,78,25
tremend,1793,1320,273
brother,9075,5698,2090
gehen,1012,534,302
jaurai,147,72,25
shashimi,120,86,14
kimche,1058,773,137
upi,592,289,188
yummiest,309,278,15
original,134,102,8
alto,112,67,17
blichen,105,73,16
herethey,232,161,42
dobson,240,145,63
drafti,178,87,58
pernil,256,221,10
wherev,1350,870,281
mellow,1948,1314,304
laurent,313,237,39
sidewalk,1338,817,296
ladi,32436,15223,11953
brenda,189,140,30
trevor,182,142,26
conclud,736,337,246
traffic,4093,2450,836
millionair,153,96,31
greatthey,200,159,19
legit,4541,3714,374
special,145789,90467,26048
mileag,141,75,39
peev,1563,625,495
happyth,214,178,16
marshmellow,142,102,17
dew,375,202,102
quirk,268,189,31
whimsic,466,358,38
myvega,246,128,55
winter,6197,4520,687
selber,270,149,71
saltier,560,310,87
chime,265,130,91
lick,3482,2658,472
compani,11329,6215,3461
stonecrest,113,69,22
thi,55337,30968,15932
pizzai,382,229,90
seminar,140,88,27
joe,7705,5260,1413
roland,118,49,38
verifi,921,304,481
seldom,491,305,109
ncaa,175,91,41
ziemlich,669,283,213
obtain,457,227,152
romant,8854,7123,609
salvag,446,73,300
offr,257,198,12
favorit,130306,111919,7424
insalata,307,222,31
ensembl,134,88,25
biersch,247,124,63
bona,105,82,12
symptom,255,55,179
seabass,962,702,117
dies,2026,998,627
noteworthi,713,396,136
surfer,167,120,22
patio,51754,34727,7710
bruell,159,110,17
dilli,296,195,52
barramundi,112,74,17
trouv,593,337,76
chinoi,215,135,27
dungeon,169,74,56
cleanup,162,83,48
atyp,260,168,36
limb,280,195,45
accordingli,1485,887,312
wartet,101,51,36
overli,15505,8136,3678
soror,117,65,30
bloomfield,332,217,47
histori,3273,2306,570
huong,111,70,12
revel,498,384,49
grew,4744,3254,875
reviewthi,142,85,34
bitti,239,100,81
capitol,575,434,53
ice,73632,46613,14842
kare,603,365,130
vorbei,284,161,68
reckon,175,118,28
fantastici,264,236,9
knit,157,114,23
rillett,290,226,21
mount,886,575,148
post,12950,6631,4530
averagei,151,47,40
mmmmmmm,289,266,3
turnov,1439,868,281
tao,3365,1889,808
jog,129,80,23
hobbi,118,76,19
heinz,416,226,112
thrift,132,77,29
news,3240,1570,1060
toma,105,69,18
reliv,389,229,102
former,3420,2047,802
denk,168,81,49
watercress,431,322,45
sureth,206,134,37
temptat,410,298,48
perceiv,266,115,94
starbuck,5189,3176,1056
fig,3366,2657,290
mealth,1147,742,198
bulk,842,443,221
sorti,128,83,22
mass,2173,1063,634
notabl,1645,1035,257
tong,563,241,217
crispi,53217,38715,5713
woodbridg,194,113,49
supervisor,751,139,538
saganaki,468,329,69
anyday,211,127,43
wunderschn,128,104,5
evolv,446,308,54
reward,3405,2358,557
drape,451,300,74
revis,443,162,167
lasagna,6405,4129,1341
ta,377,235,79
frapp,399,285,73
guilt,707,531,75
solid,24165,16283,1857
tax,10119,5148,2722
ebi,545,391,63
pp,1306,854,222
microbreweri,315,216,34
rieu,191,129,27
heavi,15852,9551,2664
spruce,406,227,75
manicur,158,101,40
purist,472,338,43
bar,205067,122379,45707
bald,584,249,255
levetto,110,92,7
buddhist,132,98,16
perfectli,53037,45618,2200
cork,850,519,198
montral,1214,939,105
karaag,1172,821,122
weeni,137,85,27
minerva,136,74,28
drivein,902,625,138
civil,378,202,115
cove,167,108,25
badger,492,294,112
iberico,350,284,30
suffic,1213,614,361
russel,318,244,43
palabok,173,103,36
soupth,345,202,62
cooper,628,410,126
oval,225,128,58
brittl,438,304,66
restaurantif,112,72,31
awak,349,218,75
ballantyn,738,480,152
everyday,6026,4898,550
sixti,218,114,70
doo,142,93,33
unfriendli,2574,369,1736
pleasant,27014,18129,4291
tarter,449,259,117
naiv,157,65,69
colada,779,515,122
dora,165,140,13
mundo,171,124,16
mlife,247,116,79
cranni,184,129,15
toe,691,440,150
refri,2824,1461,840
dragon,4593,3162,680
pizzaria,171,112,37
referenc,164,81,51
offi,269,99,116
consistantli,164,137,15
duti,2375,856,1198
dirti,20426,4965,12367
jasmin,2138,1562,247
steakth,171,107,34
chosen,1753,1023,424
larri,354,264,61
plusieur,501,347,55
tuck,6122,4934,419
disorgan,1700,328,984
mimi,722,337,243
freaken,114,78,21
monaco,163,103,28
fitzgerald,115,85,13
methi,268,169,66
shortcom,331,165,97
byow,248,173,28
inconsider,288,34,214
masa,726,453,162
icecold,115,68,31
interrupt,1848,548,985
inspir,4606,3124,667
reclin,457,310,62
pang,488,296,106
regret,9987,7292,1874
audac,511,41,440
gluten,12928,9356,2117
saison,302,246,16
mixtur,3948,2657,616
favor,7839,4448,2611
outi,907,472,241
vegetarian,32590,23044,4612
ajout,118,77,16
thereso,155,82,49
harumi,106,93,8
disdain,244,68,135
nike,201,129,35
delishi,170,145,7
carefre,308,207,60
dlux,128,101,9
mechan,712,339,180
easter,1074,665,243
leatheri,143,34,84
mccormick,243,133,56
drivethrough,530,239,223
sowi,466,318,77
oftentim,132,88,18
thicker,2825,1745,380
chicago,11693,8215,1985
foodand,394,242,103
calabres,207,157,16
mezzanin,107,81,6
england,1375,969,197
sickli,285,96,137
kennedi,391,232,74
lechon,949,575,221
italian,48946,33726,7903
raisin,1986,1395,260
nay,241,150,55
shape,4457,2584,1001
uniniti,154,110,15
reread,108,41,53
flipsid,191,142,23
heist,189,133,27
eyebal,333,199,81
